# Generated by QuTiP: 301x2 real matrix in decimal format [',' separated values].
-5.0000000000,0.0005695547
-4.9666666667,0.0005754744
-4.9333333333,0.0005815946
-4.9000000000,0.0005879203
-4.8666666667,0.0005944567
-4.8333333333,0.0006012091
-4.8000000000,0.0006081826
-4.7666666667,0.0006153827
-4.7333333333,0.0006228148
-4.7000000000,0.0006304846
-4.6666666667,0.0006383980
-4.6333333333,0.0006465612
-4.6000000000,0.0006549808
-4.5666666667,0.0006636635
-4.5333333333,0.0006726166
-4.5000000000,0.0006818477
-4.4666666667,0.0006913647
-4.4333333333,0.0007011763
-4.4000000000,0.0007112914
-4.3666666667,0.0007217195
-4.3333333333,0.0007324707
-4.3000000000,0.0007435555
-4.2666666667,0.0007549852
-4.2333333333,0.0007667716
-4.2000000000,0.0007789272
-4.1666666667,0.0007914651
-4.1333333333,0.0008043993
-4.1000000000,0.0008177445
-4.0666666667,0.0008315161
-4.0333333333,0.0008457305
-4.0000000000,0.0008604051
-3.9666666667,0.0008755579
-3.9333333333,0.0008912085
-3.9000000000,0.0009073770
-3.8666666667,0.0009240851
-3.8333333333,0.0009413557
-3.8000000000,0.0009592128
-3.7666666667,0.0009776820
-3.7333333333,0.0009967905
-3.7000000000,0.0010165669
-3.6666666667,0.0010370418
-3.6333333333,0.0010582474
-3.6000000000,0.0010802182
-3.5666666667,0.0011029906
-3.5333333333,0.0011266034
-3.5000000000,0.0011510979
-3.4666666667,0.0011765181
-3.4333333333,0.0012029107
-3.4000000000,0.0012303258
-3.3666666667,0.0012588167
-3.3333333333,0.0012884402
-3.3000000000,0.0013192571
-3.2666666667,0.0013513326
-3.2333333333,0.0013847363
-3.2000000000,0.0014195429
-3.1666666667,0.0014558325
-3.1333333333,0.0014936910
-3.1000000000,0.0015332109
-3.0666666667,0.0015744917
-3.0333333333,0.0016176404
-3.0000000000,0.0016627725
-2.9666666667,0.0017100126
-2.9333333333,0.0017594954
-2.9000000000,0.0018113666
-2.8666666667,0.0018657839
-2.8333333333,0.0019229185
-2.8000000000,0.0019829562
-2.7666666667,0.0020460989
-2.7333333333,0.0021125667
-2.7000000000,0.0021825992
-2.6666666667,0.0022564581
-2.6333333333,0.0023344297
-2.6000000000,0.0024168273
-2.5666666667,0.0025039942
-2.5333333333,0.0025963079
-2.5000000000,0.0026941833
-2.4666666667,0.0027980778
-2.4333333333,0.0029084960
-2.4000000000,0.0030259959
-2.3666666667,0.0031511956
-2.3333333333,0.0032847807
-2.3000000000,0.0034275138
-2.2666666667,0.0035802439
-2.2333333333,0.0037439188
-2.2000000000,0.0039195983
-2.1666666667,0.0041084701
-2.1333333333,0.0043118683
-2.1000000000,0.0045312941
-2.0666666667,0.0047684414
-2.0333333333,0.0050252251
-2.0000000000,0.0053038159
-1.9666666667,0.0056066796
-1.9333333333,0.0059366248
-1.9000000000,0.0062968585
-1.8666666667,0.0066910517
-1.8333333333,0.0071234181
